344873,Aubrie,64,953544
345261,Brianna,62,856906
345261,Brianna,62,856906
347770,Bibby,67,513620
347770,Bibby,67,513620
353422,Inga,39,1.27198e+06
353422,Inga,39,1.27198e+06
358359,Anica,20,958796
358359,Anica,20,958796
361803,Thalia,21,344433
361803,Thalia,21,344433
363340,Rosabelle,44,151167
363340,Rosabelle,44,151167
363666,Dede,52,789645
363666,Dede,52,789645
366419,Stephanie,65,636878
366419,Stephanie,65,636878
368710,Karly,31,952806
368710,Karly,31,952806
372486,Jolyn,35,904142
372486,Jolyn,35,904142
379639,Pollyanna,50,707255
379639,Pollyanna,50,707255
382697,Kassey,26,229497
382697,Kassey,26,229497
383694,Dotty,38,1.07292e+06
383694,Dotty,38,1.07292e+06
385592,Farrah,34,934766
385592,Farrah,34,934766
385915,Valli,49,72266
385915,Valli,49,72266
390024,Shauna,18,1.17842e+06
250419,Basia,43,281126
171260,Tina,33,1.2981e+06
390024,Shauna,18,1.17842e+06
250419,Basia,43,281126
171260,Tina,33,1.2981e+06
392749,Bobbi,38,49975
392749,Bobbi,38,49975
413605,Codie,24,519164
413605,Codie,24,519164
413876,Demetris,42,532530
413876,Demetris,42,532530
416984,Aurelie,45,1.34815e+06
416984,Aurelie,45,1.34815e+06
418223,Yolane,48,1.04736e+06
418223,Yolane,48,1.04736e+06
427073,Fidelia,33,1.24193e+06
427073,Fidelia,33,1.24193e+06
430464,Catharine,63,702033
430464,Catharine,63,702033
431400,Betta,44,747910
431400,Betta,44,747910
434007,Tami,69,636410
434007,Tami,69,636410
437836,Sallie,53,408280
437836,Sallie,53,408280
443566,Britte,26,689091
443566,Britte,26,689091
449367,Nikki,31,942586
449367,Nikki,31,942586
453437,Daryl,60,1.11348e+06
453437,Daryl,60,1.11348e+06
458047,Averyl,46,387292
458047,Averyl,46,387292
459082,Kassey,42,925341
459082,Kassey,42,925341
462975,Danny,43,116610
462975,Danny,43,116610
463650,Ileana,50,1.24402e+06
463650,Ileana,50,1.24402e+06
467273,Fredericka,54,125773
467273,Fredericka,54,125773
468636,Kelly,19,306229
468636,Kelly,19,306229
489805,Sophia,62,551813
489805,Sophia,62,551813
497408,Christal,24,1.38819e+06
497408,Christal,24,1.38819e+06
500860,Jillayne,61,595314
500860,Jillayne,61,595314
507556,Donetta,57,1.06329e+06
507556,Donetta,57,1.06329e+06
508658,Goldie,24,940090
508658,Goldie,24,940090
508848,Magdalena,22,948639
508848,Magdalena,22,948639
513055,Lenna,35,1.36596e+06
513055,Lenna,35,1.36596e+06
515817,Corly,24,584935
515817,Corly,24,584935
516743,Libbie,35,713835
516743,Libbie,35,713835
517571,Katuscha,62,1.20236e+06
517571,Katuscha,62,1.20236e+06
519144,Marita,52,1.18458e+06
519144,Marita,52,1.18458e+06
522045,Wendi,58,269334
522045,Wendi,58,269334
523487,Mellicent,72,1.29713e+06
523487,Mellicent,72,1.29713e+06
527875,Lauryn,38,518904
527875,Lauryn,38,518904
533986,Sindee,32,410235
533986,Sindee,32,410235
545130,Jsandye,19,186910
545130,Jsandye,19,186910
548887,Celestyna,45,279005
548887,Celestyna,45,279005
553511,Carolina,43,1.14825e+06
553511,Carolina,43,1.14825e+06
554543,Anestassia,23,1.00661e+06
554543,Anestassia,23,1.00661e+06
555631,Elora,21,790294
555631,Elora,21,790294
564393,Dianemarie,28,68460
564393,Dianemarie,28,68460
567094,Sam,49,863512
567094,Sam,49,863512
570273,Almeta,63,499959
570273,Almeta,63,499959
570330,Ottilie,38,772925
570330,Ottilie,38,772925
572575,Melina,25,1.11274e+06
572575,Melina,25,1.11274e+06
572693,Trudie,37,1.38602e+06
572693,Trudie,37,1.38602e+06
573108,Nessie,52,952230
573108,Nessie,52,952230
575301,Lindie,38,1.20486e+06
575301,Lindie,38,1.20486e+06
575842,Cam,34,282534
575842,Cam,34,282534
578956,Priscilla,72,1.25358e+06
578956,Priscilla,72,1.25358e+06
580644,Angela,39,1.27526e+06
580644,Angela,39,1.27526e+06
588073,Sharlene,42,983076
588073,Sharlene,42,983076
596612,Ekaterina,44,911714
368704,Nariko,67,743281
596612,Ekaterina,44,911714
368704,Nariko,67,743281
597643,Ursulina,60,591860
597643,Ursulina,60,591860
603300,Feliza,28,279907
603300,Feliza,28,279907
603781,Juliane,30,157225
603781,Juliane,30,157225
604545,Adore,29,1.25489e+06
604545,Adore,29,1.25489e+06
604613,Judy,35,1.3556e+06
604613,Judy,35,1.3556e+06
604905,Marcelline,50,1.03443e+06
604905,Marcelline,50,1.03443e+06
607110,Shauna,35,416828
607110,Shauna,35,416828
611108,Heddie,60,360465
611108,Heddie,60,360465
623523,Fredericka,61,1.10265e+06
623523,Fredericka,61,1.10265e+06
625449,Renie,27,199275
625449,Renie,27,199275
629502,Ida,44,479182
629502,Ida,44,479182
633899,Daune,23,397470
633899,Daune,23,397470
644702,Meghann,61,1.37347e+06
644702,Meghann,61,1.37347e+06
646525,Winifred,59,641694
646525,Winifred,59,641694
647224,Helena,48,1.3458e+06
647224,Helena,48,1.3458e+06
652993,Gerianna,35,1.26693e+06
652993,Gerianna,35,1.26693e+06
656488,Vere,38,542112
656488,Vere,38,542112
664948,Liana,19,800420
664948,Liana,19,800420
667136,Joleen,23,228099
667136,Joleen,23,228099
671060,Shaine,41,181313
671060,Shaine,41,181313
671433,Ardeen,51,316944
671433,Ardeen,51,316944
688209,Imojean,25,253282
688209,Imojean,25,253282
691078,Kore,46,509105
691078,Kore,46,509105
696690,Ernesta,47,325594
696690,Ernesta,47,325594
699725,Gusella,49,914774
699725,Gusella,49,914774
706215,Jillayne,55,722315
706215,Jillayne,55,722315
706692,Coral,47,94017
706692,Coral,47,94017
714778,Rani,57,316810
714778,Rani,57,316810
716709,Fawne,65,627588
716709,Fawne,65,627588
719209,Gerrie,31,1.39527e+06
719209,Gerrie,31,1.39527e+06
722517,Pollyanna,61,388288
722517,Pollyanna,61,388288
724596,Jenda,62,1.28454e+06
724596,Jenda,62,1.28454e+06
726616,Arlena,35,1.171e+06
726616,Arlena,35,1.171e+06
727617,Britni,61,1.33664e+06
727617,Britni,61,1.33664e+06
733354,Molli,34,430759
733354,Molli,34,430759
734777,Correy,72,1.052e+06
734777,Correy,72,1.052e+06
735600,Konstance,40,1.34387e+06
735600,Konstance,40,1.34387e+06
739196,Ofilia,36,1.38677e+06
739196,Ofilia,36,1.38677e+06
745063,Chastity,25,626610
745063,Chastity,25,626610
752087,Inga,65,403327
752087,Inga,65,403327
767661,Gabriellia,55,302375
767661,Gabriellia,55,302375
768405,Leanna,33,1.23653e+06
768405,Leanna,33,1.23653e+06
769103,Annaliese,71,1.39528e+06
769103,Annaliese,71,1.39528e+06
778384,Miquela,62,549838
778384,Miquela,62,549838
780409,Katleen,30,484878
780409,Katleen,30,484878
789241,Linzy,66,1.16504e+06
789241,Linzy,66,1.16504e+06
794418,Nickie,60,1.2925e+06
794418,Nickie,60,1.2925e+06
795571,Hope,48,525052
795571,Hope,48,525052
799024,Dale,63,1.20533e+06
799024,Dale,63,1.20533e+06
803490,Mathilda,59,133521
803490,Mathilda,59,133521
806150,Farrah,44,629424
806150,Farrah,44,629424
825463,Shauna,49,1.16856e+06
825463,Shauna,49,1.16856e+06
830507,Maisey,30,1.00802e+06
830507,Maisey,30,1.00802e+06
836806,Ethel,33,1.17315e+06
836806,Ethel,33,1.17315e+06
850211,Celestyna,49,822452
850211,Celestyna,49,822452
855445,Marcelline,21,286697
855445,Marcelline,21,286697
857682,Elyssa,31,168952
857682,Elyssa,31,168952
860628,Carol-Jean,26,80893
860628,Carol-Jean,26,80893
862824,Madalyn,32,68176
862824,Madalyn,32,68176
864041,Julieta,39,833423
864041,Julieta,39,833423
873078,Tilly,22,486066
873078,Tilly,22,486066
877038,Stevana,34,88641
877038,Stevana,34,88641
884124,Winny,71,467950
884124,Winny,71,467950
884841,Lelah,39,473793
884841,Lelah,39,473793
888501,Gilda,25,1.11089e+06
888501,Gilda,25,1.11089e+06
891245,Addia,18,1.10987e+06
891245,Addia,18,1.10987e+06
911174,Sadie,65,557818
911174,Sadie,65,557818
921673,Sharlene,62,806893
921673,Sharlene,62,806893
922765,Sharai,23,933901
922765,Sharai,23,933901
922802,Shell,21,712015
828155,Meg,38,1.06329e+06
539798,Orsola,54,550505
922802,Shell,21,712015
828155,Meg,38,1.06329e+06
539798,Orsola,54,550505
925195,Viviene,50,398156
925195,Viviene,50,398156
939919,Jsandye,54,302465
939919,Jsandye,54,302465
943814,Kaja,50,993694
943814,Kaja,50,993694
944514,Ricky,42,903105
944514,Ricky,42,903105
955108,Talya,23,758180
955108,Talya,23,758180
957037,Fred,30,1.31812e+06
957037,Fred,30,1.31812e+06
957266,Rayna,46,1.31551e+06
957266,Rayna,46,1.31551e+06
969317,Adore,67,1.32177e+06
969317,Adore,67,1.32177e+06
970958,Sam,62,1.2895e+06
524090,Imojean,28,206969
176992,Valera,23,698533
681872,Petronia,33,219174
444719,Adore,66,1.31953e+06
128974,Lelah,34,649329
327169,Elora,33,950220
970958,Sam,62,1.2895e+06
524090,Imojean,28,206969
176992,Valera,23,698533
681872,Petronia,33,219174
444719,Adore,66,1.31953e+06
128974,Lelah,34,649329
327169,Elora,33,950220
978912,Nyssa,18,131823
978912,Nyssa,18,131823
979019,Raina,47,722450
979019,Raina,47,722450
980367,Hildegaard,43,1.06617e+06
980367,Hildegaard,43,1.06617e+06
982315,Hollie,26,1.18665e+06
982315,Hollie,26,1.18665e+06
991681,Stevana,63,360751
991681,Stevana,63,360751
993429,Minda,66,1.01821e+06
993429,Minda,66,1.01821e+06
994844,Myriam,62,1.16503e+06
4719,Marjie,72,254418
5189,Sadie,40,1.24512e+06
9117,Marsiella,69,990472
13075,Fayre,35,720375
18095,Beatriz,22,1.29784e+06
24597,Justinn,40,1.33177e+06
25954,Modestia,59,1.28606e+06
27513,Zondra,64,433848
29161,Grier,60,567354
29744,Deane,27,726583
30811,Wanda,40,843931
31956,Kial,60,1.11279e+06
32623,Dorice,55,508790
36428,Marcelline,46,1.21973e+06
37663,Yetty,54,755801
38545,Sindee,69,480818
42510,Meg,28,1.14432e+06
42756,Brooks,31,450411
44293,Shannah,23,711138
44983,Rubie,29,362211
45182,Sharai,70,623909
48328,Marcelline,48,1.21112e+06
48479,Barbi,58,654654
51162,Grier,50,944359
51891,Kaia,39,930278
56073,Cherilyn,54,401676
58036,Maud,18,141788
60259,Margarette,25,203480
61678,Melina,60,1.32575e+06
64667,Ingrid,58,508896
66166,Bibby,20,792292
70750,Bobbi,22,984059
79015,Frieda,31,1.36325e+06
79384,Dennie,63,913409
83510,Gaylene,45,447113
83880,Flo,62,1.37705e+06
83889,Anestassia,40,841809
86248,Ethel,65,1.01456e+06
88778,Marsiella,28,1.17012e+06
88985,Nannie,55,255622
89669,Chickie,26,302450
93875,Di,52,1.00072e+06
99473,Charlena,28,751200
100100,Hildegaard,57,1.21309e+06
102818,Marti,43,278520
103742,Elsie,27,364160
106553,Lizzie,49,281525
108591,Lila,23,164532
111365,Dede,46,1.12715e+06
111625,Zsa Zsa,53,304198
118345,Jordan,32,935851
118442,Gloria,61,742571
119667,Nyssa,43,303075
120527,Marline,39,870077
121410,Carmencita,62,1.38816e+06
122419,Layla,58,438229
124103,Kenna,57,1.00615e+06
125008,Joane,55,1.1569e+06
125614,Cissiee,71,139348
129376,Lily,38,1.36855e+06
130795,Dyann,28,739668
131617,Siana,59,1.38535e+06
133421,Corry,21,48488
135522,Suzette,19,253152
138682,Ida,35,962930
140644,Marylou,71,1.22722e+06
151315,Ira,60,868202
152441,Lory,46,316392
157774,Oona,68,1.20845e+06
162567,Josephine,29,697081
162695,Etta,50,362363
163829,Lorie,71,519733
164725,Jolyn,45,862190
165675,Emilia,49,64291
167134,Ebonee,46,1.11594e+06
170661,Dulce,63,119060
171142,Ethel,21,769516
173849,Willetta,41,843275
174914,Hyacinthe,30,1.22131e+06
179687,Rochette,62,959880
181570,Vinita,35,1.24475e+06
182713,Debee,58,692784
188156,Leia,62,890655
190957,Romona,71,578038
193077,Vevay,31,809122
193717,Michaelina,53,308736
195381,Olwen,34,1.00107e+06
199701,Jan,35,1.04234e+06
199930,Raquela,33,420379
202675,Eolanda,49,998618
205260,Robbi,42,1.23423e+06
205706,Gerrie,48,830072
207415,Hope,45,828625
209124,Meriel,42,1.32461e+06
211820,Estell,70,152832
214243,Sherrie,63,557227
219210,Ebonee,60,829685
221111,Wynne,22,639363
221247,Romona,49,1.38215e+06
224045,Kayla,66,1.30766e+06
225780,Aaren,19,168194
228051,Teriann,30,339778
229287,Ermengarde,71,925177
233891,Genevra,72,1.02512e+06
235148,Catrina,26,750438
247875,Lindie,56,655555
253754,Rochette,38,1.27007e+06
255424,Maisey,67,313447
258818,Rozele,32,961928
259068,Margalo,31,1.14873e+06
259187,Brooks,23,504918
259487,Correy,41,737006
263804,Jenda,56,1.05493e+06
263842,Roslyn,43,1.39483e+06
264792,Allis,39,784459
265405,Fina,19,1.2669e+06
270003,Olwen,60,1.15046e+06
270392,Fina,43,939405
273177,Ivett,52,417883
274303,Tracey,51,118434
274963,Tiffie,42,442165
275919,Heddie,55,795215
276850,Deedee,63,472688
277170,Berget,20,444311
280067,Ingrid,21,534406
280560,Jorry,31,1.11385e+06
283745,Marti,33,502330
283884,Kary,66,858840
285847,Brietta,31,825252
285907,Linzy,24,282955
288955,Florie,18,1.03951e+06
289265,Elsie,24,612208
290331,Teriann,67,82792
291106,Shaine,55,881402
292090,Cassondra,48,445291
294215,Babita,42,517146
295731,Alie,45,597003
296383,Theodora,18,895397
296807,Averyl,33,112742
298797,Consuela,22,1.32978e+06
304263,Barbi,69,1.09976e+06
304875,Sheelagh,55,1.14594e+06
310458,Gratia,30,1.05082e+06
310515,Leia,51,1.10009e+06
310774,Catharine,34,573528
310839,Christian,35,485547
320390,Oona,53,381901
323391,Jobi,36,54806
324484,Danika,64,544665
326160,Tierney,28,763891
326408,Queenie,29,1.02048e+06
327450,Mariele,40,622485
329931,Bee,44,937401
332397,Alisha,43,298193
333254,Nonnah,37,611250
333332,Roz,58,1.09007e+06
334332,Beth,45,267563
338163,Clo,54,803059
339400,Sam,59,926241
341311,Clementine,56,1.28292e+06
341521,Brooks,50,461989
342106,Katharina,50,1.08043e+06
342284,Gertrud,56,583781
345840,Consuela,52,246961
346103,Roxane,69,79905
347659,Brandise,39,1.33657e+06
348234,Dari,31,287343
352426,Sheelagh,36,336556
353080,Max,63,538288
353458,Gretal,52,895030
353762,Mamie,67,478013
354277,Maridel,43,733517
355211,Cassandra,66,1.32643e+06
357214,Dania,34,1.1339e+06
359214,Nickie,25,645124
359534,Briney,37,189317
359653,Karly,19,662444
361200,Caressa,64,202165
362341,Adriana,23,85697
369200,Hyacinthe,20,46985
369947,Feliza,28,1.05515e+06
370449,Collen,56,594204
373134,Heida,54,778737
377872,Shandie,68,1.23481e+06
377914,Phedra,47,1.14376e+06
378765,Doro,72,785668
380336,Reeba,48,693268
380424,Joleen,35,954371
381309,Gabriellia,72,1.38355e+06
382328,Dacia,58,1.25537e+06
386233,Kirbee,65,936072
387499,Margalo,41,805811
388565,Frances,47,729077
388595,Annora,63,1.20427e+06
388818,Cassondra,44,444360
390428,Quintina,24,372461
393955,Codie,43,410275
394677,Demetris,25,966990
395397,Esmeralda,34,1.06944e+06
396499,Jessy,44,1.00372e+06
398470,Lita,41,390910
400188,Amelia,25,884023
400566,Eugine,26,58107
404028,Corina,31,618593
404647,Florencia,43,1.21823e+06
405053,Gusella,40,1.24391e+06
406381,Katuscha,62,294803
407432,Nanete,65,636255
407580,Charlena,55,525630
408632,Sherrie,60,214451
423003,Adriana,44,411090
423977,Kathy,31,143722
424158,Esmeralda,19,477858
425437,Kirstin,50,167439
426128,Consuela,71,480537
427296,Marylou,46,325492
428819,Dorthy,33,740896
430805,Fanny,60,1.05823e+06
431575,Eve,70,1.3171e+06
434062,Shel,70,663548
436180,Kirbee,45,349345
436217,Joy,68,1.3776e+06
438311,Marleah,39,1.26236e+06
444201,Zondra,47,1.22962e+06
447969,Edith,24,609416
449355,Felice,49,969043
449941,Berget,24,1.01033e+06
452143,Meg,18,190705
452793,Ariela,20,164772
452984,Hermione,69,281097
455519,Helsa,31,1.39252e+06
456593,Quintina,53,949646
459422,Madeleine,64,139047
460068,Violet,40,331804
465152,Meg,26,1.07157e+06
465532,Taffy,43,529322
467246,Margarette,63,88698
470675,Shauna,35,273089
470798,Fayre,72,831920
474942,Jenilee,61,1.2448e+06
475287,Agathe,50,1.21485e+06
478013,Maye,19,436713
479658,Nariko,21,761026
480804,Lulita,42,328966
482038,Alameda,48,1.24071e+06
482356,Shandie,64,275733
486177,Annabela,71,877902
486512,Joeann,49,873447
486853,Aubrie,30,956691
488017,Yolane,24,734979
490901,Paulita,47,999303
498336,Stacey,55,206564
502349,Gwenneth,50,100369
509352,Ardenia,26,1.11354e+06
514456,Albertina,59,1.12525e+06
524465,Asia,54,637504
525258,Willetta,41,145740
525868,Allis,70,1.13963e+06
529753,Laure,61,946827
529792,Fayre,24,1.34222e+06
530094,Chastity,27,1.35193e+06
533984,Bee,45,1.34699e+06
534271,Tierney,34,852873
534379,Celestyna,44,55956
536302,Amelia,68,1.1915e+06
540118,Jobi,50,1.03414e+06
540621,Nessie,42,247836
542925,Annabela,35,583620
546736,Robinia,20,629363
548924,Brietta,67,144037
549012,Marline,47,610224
549647,Merle,50,509906
549804,Ulrike,52,447746
551953,Meghann,37,982271
554788,Lesly,34,1.24097e+06
556241,Briney,28,1.30092e+06
559600,Nadine,62,1.05095e+06
559616,Dianemarie,64,1.00061e+06
562028,Tierney,19,714715
566447,Genovera,30,1.15098e+06
566986,Marita,28,274399
568576,Alexine,31,639309
569526,Lory,50,885821
569816,Dominga,51,41191
571184,Camile,51,1.31318e+06
571997,Caritta,55,493550
574313,Bettine,37,567843
577266,Donnie,33,621938
581710,Evita,53,635319
582681,Maye,25,445775
584563,Florencia,64,627982
588852,Renae,24,285781
598993,Dorothy,51,312552
599867,Blake,18,1.04901e+06
599911,Aeriela,68,1.1693e+06
601679,Sherrie,55,503537
602699,Carol-Jean,63,974991
604834,Minda,63,780522
609320,Dania,64,954465
610439,Ida,50,692006
618805,Michaelina,52,565181
618905,Atlanta,60,1.2373e+06
620628,Sindee,56,617738
620697,Annabela,36,570401
621552,Joy,30,901692
625671,Cissiee,46,519557
630506,Aurore,30,433894
632676,Mignon,59,909453
640211,Christian,37,1.20038e+06
641239,Margalo,59,1.04597e+06
642595,Dorthy,63,164802
643903,Lizzie,37,451979
646585,Brana,25,1.15624e+06
646712,Catharine,58,1.16825e+06
649351,Yvonne,35,1.00272e+06
651792,Louella,56,887660
652329,Bill,36,759781
653474,Mady,59,562517
659813,Kara-Lynn,28,492536
664728,Merci,43,974276
664836,Eugine,60,41752
669099,Carly,55,663674
670848,Alejandra,59,213066
679405,Jennica,35,676538
679744,Jennica,35,608630
680641,Meg,46,214084
683148,Lizzie,24,139977
691673,Madalyn,45,163853
692394,Gusty,68,536728
693300,Roz,43,251467
704423,Amelia,51,113038
706098,Rosene,53,1.12048e+06
706485,Sallie,33,796354
711610,Ivett,55,396968
711760,Leeanne,30,561917
715124,Edith,21,832552
715751,Danika,21,257227
716859,Aubrie,40,225247
720218,Charmaine,68,1.00939e+06
725590,Celestyna,68,846201
725650,Dotty,48,1.27148e+06
727206,Fayre,53,900037
728760,Deirdre,51,771611
730618,Valera,37,917736
734051,Hope,49,614363
736165,Katharina,25,693662
737543,Lizzie,52,785380
738920,Cyb,55,624329
741668,Eugine,38,404867
741954,Jan,24,83873
747666,Hayley,55,529307
747877,Celisse,57,269482
749665,Letizia,67,61170
754186,Katuscha,34,238843
754882,Mara,51,1.39883e+06
754994,Celene,43,588836
757307,Xylina,70,1.11598e+06
758461,Thalia,50,1.10196e+06
759705,Teriann,70,1.15375e+06
762558,Sean,70,650009
762639,Chastity,38,751554
762973,Peri,30,342712
765432,Valli,24,660864
767705,Kore,30,632506
770096,Lyssa,65,441388
770795,Caritta,61,1.23e+06
775695,Ilse,53,284989
778867,Loree,68,376164
778872,Jasmina,47,894550
778891,Ulrike,71,917192
780895,Averyl,41,803024
781180,Claresta,26,651378
783465,Carree,60,686134
783773,Belva,47,1.20282e+06
784652,Binny,64,523962
787357,Alie,35,1.08329e+06
790871,Ariela,35,344416
791176,Tiffie,53,1.36149e+06
794689,Marguerite,20,714230
794884,Kara-Lynn,46,640110
800140,Tamqrah,46,547161
804520,Emylee,58,1.07592e+06
805865,Petronia,34,653634
806470,Eadie,53,550918
810058,Sara-Ann,52,1.32345e+06
814644,Dotty,26,189260
818242,Cathie,64,104466
818919,Daune,57,1.10856e+06
819406,Glynnis,52,1.33154e+06
821666,Sara-Ann,62,987392
822192,Robbi,28,1.02653e+06
827949,Stephanie,57,119925
828512,Neila,32,49183
831395,Eugine,51,939346
834204,Riannon,66,91828
835595,Peri,30,1.30514e+06
837934,Susette,28,875703
840838,Georgina,50,1.16676e+06
845047,Ulrike,44,887293
846389,Alie,60,1.10587e+06
855446,Annice,60,199193
857080,Jeanna,64,59716
858400,Tarra,57,815844
861594,Robinia,57,191420
862554,Dorothy,50,875126
869375,Frances,35,50818
870406,Gisela,45,558943
870680,Tobe,33,477280
873080,Di,69,962104
873164,Alyssa,38,1.1399e+06
874692,Halette,71,809274
878648,Dacia,54,1.2932e+06
879613,Marika,46,889361
882527,Linzy,33,800719
885620,Andeee,49,584442
889481,Tobe,42,463236
890569,Heida,63,1.23659e+06
893329,Vere,55,1.30549e+06
897258,Glenda,33,749525
898494,Orsola,67,561422
899503,Annecorinne,55,172101
899718,Brandise,69,534917
900106,Althea,55,496756
903925,Rivalee,67,684620
904669,Roseline,46,874773
904913,Trixi,59,453410
905544,Desirae,43,1.37156e+06
907216,Isa,51,578196
908965,Melisent,59,85485
909304,Genevra,62,54058
915029,Candy,57,403176
920300,Bernardine,51,1.20683e+06
922078,Nariko,33,190103
922639,Marjie,21,997663
924858,Codie,26,983933
925097,Ilse,57,164453
925313,Zondra,34,1.01276e+06
925780,Marline,29,1.31031e+06
937670,Fina,20,956150
941158,Carol-Jean,32,931827
943743,Gilda,52,1.21484e+06
947324,Wendi,27,220892
949152,Wynne,58,111425
951439,Amii,25,1.25689e+06
959999,Magdalena,56,760014
960851,Odessa,43,436610
967667,Genevra,48,165554
969016,Queenie,53,646797
973416,Marleah,30,1.09002e+06
973573,Dorothy,29,554445
976318,Gianina,26,384761
977127,Eolanda,48,76218
979258,Carly,60,934580
984090,Mignon,44,1.21631e+06
984194,Suzette,39,632245
984795,Kathy,24,910813
986634,Oralee,18,129144
987146,Lauryn,19,790682
989387,Evita,68,931091
989843,Shirlee,44,176524
993533,Celestyna,45,1.21738e+06
994156,Raquela,60,1.16233e+06
994844,Myriam,62,1.16503e+06
